Trace,IPC,LLC Total MPKI,LLC Load MPKI,LLC Latency,L2C Total MPKI,L2C Load MPKI,L2C Latency,L1D Total MPKI,L1D Load MPKI,L1D Latency,L1I Total MPKI,L1I Load MPKI,L1I Latency,RQ Misses,WQ Full cycles
compute_int_854.txt,1.060000,4.172990,2.728570,179.200000,6.923950,5.703030,127.700000,17.948040,13.813400,46.720000,22.871310,22.871310,11.770000,242301.000000,101532.000000
compute_int_856.txt,0.088010,111.930960,69.092910,265.700000,102.688770,72.928960,307.400000,138.542660,77.157600,237.400000,0.021580,0.021580,257.200000,6794430.000000,4690220.000000
compute_int_867.txt,2.320000,0.092670,0.086130,155.600000,0.279080,0.223410,71.160000,0.587460,0.420610,34.770000,0.261390,0.261390,14.300000,6267.000000,8.000000
compute_int_868.txt,1.455000,2.965670,1.695090,257.900000,5.686930,4.524410,153.900000,21.107260,15.491200,42.190000,0.036960,0.036960,75.130000,197982.000000,84955.000000
compute_int_88.txt,1.458000,5.225800,1.406110,132.300000,4.988910,1.426240,157.700000,40.891880,8.638550,12.730000,0.001500,0.001500,178.400000,242764.000000,166169.000000
compute_int_888.txt,2.631000,0.108770,0.085050,136.600000,26.754340,13.768280,20.420000,154.135990,141.214790,4.643000,0.271370,0.271370,32.910000,6852.000000,1167.000000
compute_int_9.txt,2.217000,0.010110,0.009280,105.700000,0.010110,0.009280,126.700000,0.005020,0.001050,45.020000,0.030650,0.030650,40.100000,345.000000,0.000000
compute_int_900.txt,1.522000,1.954560,1.083180,120.200000,1.997240,1.214940,138.000000,19.755070,12.460480,14.880000,0.178180,0.178180,73.970000,56727.000000,41992.000000
compute_int_903.txt,2.354000,0.382050,0.222600,159.000000,1.800560,0.964980,53.060000,20.212340,10.252910,6.816000,1.036830,1.036830,21.020000,22076.000000,8854.000000
compute_int_905.txt,1.439000,2.816240,1.431760,246.800000,5.747520,4.457010,140.300000,19.237630,13.715750,42.300000,0.044790,0.044790,67.890000,175991.000000,84488.000000
compute_int_913.txt,1.445000,5.267430,1.446430,130.900000,5.038050,1.467760,156.000000,40.508710,8.568880,13.050000,0.001520,0.001520,205.600000,237042.000000,158899.000000
compute_int_916.txt,1.225000,1.615160,1.348700,152.200000,2.674360,2.283300,111.700000,8.247660,6.806170,38.450000,5.460600,5.460600,11.560000,114982.000000,8844.000000
compute_int_917.txt,1.432000,6.326660,1.831870,261.200000,6.028890,2.497750,293.600000,48.471470,8.406000,30.330000,0.002220,0.002220,224.400000,325533.000000,218138.000000
compute_int_923.txt,1.618000,2.035480,0.513750,96.870000,1.792400,0.541860,130.500000,19.374590,8.440860,11.770000,0.003000,0.003000,75.570000,77465.000000,74363.000000
compute_int_931.txt,1.537000,2.221340,0.942420,230.900000,5.641320,4.499020,110.300000,21.200700,15.308600,30.320000,0.035470,0.035470,85.070000,127338.000000,84956.000000
compute_int_933.txt,1.157000,0.703130,0.422600,173.800000,1.663590,1.155590,92.890000,10.943810,4.017840,15.870000,10.262590,10.262590,8.500000,42460.000000,23720.000000
compute_int_944.txt,1.495000,3.153560,0.824260,97.300000,2.898510,0.840610,124.900000,35.329440,4.895190,6.282000,0.001520,0.001520,88.090000,129277.000000,106288.000000
compute_int_945.txt,1.305000,2.276050,0.665310,155.600000,5.420250,2.877970,84.350000,27.655990,14.271860,16.000000,6.245320,6.245320,20.350000,118697.000000,89795.000000
compute_int_949.txt,1.031000,6.141780,1.707660,240.000000,5.817940,2.369410,272.800000,45.605050,7.734190,29.310000,0.017720,0.017720,173.500000,276541.000000,211136.000000
compute_int_957.txt,1.552000,3.597990,1.023060,227.300000,3.335120,1.373540,264.700000,41.462380,4.906970,17.410000,0.002290,0.002290,102.200000,163611.000000,124900.000000
compute_int_96.txt,1.637000,3.647020,0.720210,451.000000,3.770930,1.518890,455.600000,27.129360,13.723400,63.340000,0.643670,0.643670,11.080000,157451.000000,172898.000000
crypto15.txt,3.809000,0.005390,0.003020,104.000000,0.010460,0.009470,73.250000,0.005860,0.004300,52.710000,0.112310,0.112310,10.890000,322.000000,127.000000
crypto21.txt,2.217000,1.062770,0.527620,316.200000,1.940320,0.928930,192.400000,3.336300,1.282430,103.500000,0.769320,0.769320,54.300000,39541.000000,26989.000000
crypto23.txt,2.164000,1.518750,0.763540,323.100000,2.784870,1.319230,195.300000,4.813990,1.849120,105.100000,1.017820,1.017820,56.480000,57439.000000,38524.000000
crypto27.txt,1.650000,2.280580,1.126210,335.700000,4.153810,1.945830,203.500000,7.212640,2.635250,109.800000,1.459330,1.459330,55.380000,85484.000000,57443.000000
crypto34.txt,3.407000,0.117660,0.024410,64.400000,0.174400,0.041400,63.580000,1.312730,0.306070,6.962000,0.358970,0.358970,5.793000,146.000000,0.000000
crypto45.txt,2.165000,1.520500,0.760370,326.600000,2.773450,1.314740,198.200000,4.795880,1.828660,106.700000,1.015790,1.015790,56.040000,57681.000000,38684.000000
crypto49.txt,2.316000,1.371570,0.683890,325.500000,2.511560,1.179900,196.900000,4.332240,1.584800,106.600000,0.897190,0.897190,55.920000,50584.000000,34966.000000
crypto52.txt,1.557000,1.787230,0.944700,171.500000,3.327890,2.329790,111.500000,11.782030,7.484420,22.700000,4.532080,4.532080,27.420000,95648.000000,31700.000000
crypto68.txt,2.465000,0.894110,0.445760,323.300000,1.658670,0.782530,193.400000,2.885040,1.067010,103.800000,0.613600,0.613600,53.940000,33049.000000,22282.000000
crypto7.txt,2.814000,0.668130,0.347370,149.100000,1.264780,0.696890,98.490000,9.475200,8.349500,10.420000,0.190360,0.190360,44.050000,24985.000000,10863.000000
crypto89.txt,2.096000,1.810810,0.882820,329.400000,3.321770,1.552330,198.700000,5.801970,2.129130,106.600000,1.426310,1.426310,46.780000,66577.000000,46858.000000
crypto93.txt,1.606000,0.013610,0.011640,148.900000,1.801580,0.987140,19.960000,2.560950,1.115900,15.770000,0.983710,0.983710,20.430000,1135.000000,71.000000
crypto95.txt,2.253000,0.374190,0.265360,95.610000,0.864970,0.728380,60.490000,2.318180,1.751380,18.300000,3.841240,3.841240,11.760000,14774.000000,5875.000000
srv10.txt,0.578500,29.884940,7.702950,356.300000,36.770730,16.257700,308.500000,117.884110,39.597660,94.720000,40.411220,40.411220,11.000000,1057573.000000,1270394.000000
srv108.txt,0.777600,0.628080,0.436190,143.900000,4.069210,3.316170,40.990000,15.399900,11.870740,15.830000,88.557220,88.557220,7.253000,47593.000000,18814.000000
srv115.txt,0.579700,0.516170,0.206660,225.600000,7.925300,6.784520,33.830000,33.245310,17.816300,10.780000,70.927890,70.927890,9.380000,23693.000000,15508.000000
srv116.txt,0.632800,0.714260,0.267870,225.900000,7.795790,6.594440,39.880000,31.420080,17.226470,12.720000,64.986720,64.986720,9.280000,34530.000000,27060.000000
srv138.txt,0.618900,0.080020,0.079420,196.000000,2.637950,2.593920,25.830000,37.106400,20.732530,6.555000,83.160940,83.160940,8.201000,4343.000000,0.000000
srv148.txt,0.637700,0.169150,0.138850,175.700000,5.100620,4.620230,25.170000,40.610380,24.626160,7.973000,77.348450,77.348450,8.485000,9323.000000,293.000000
srv154.txt,1.183000,0.000160,0.000150,168.600000,0.000180,0.000160,169.600000,1.209300,0.768120,4.697000,80.637660,80.637660,6.232000,15.000000,0.000000
srv158.txt,0.600300,0.690250,0.508410,164.700000,4.784370,4.149190,43.370000,39.307600,22.540750,9.723000,79.138290,79.138290,8.358000,40621.000000,872.000000
srv169.txt,0.593200,0.792200,0.591530,167.100000,5.969700,5.100660,41.480000,39.693420,22.817810,10.390000,78.462660,78.462660,8.555000,47716.000000,1098.000000
srv171.txt,0.811000,2.627560,1.698600,143.100000,14.907740,11.917210,44.330000,21.976830,15.404560,25.910000,36.557320,36.557320,13.000000,181828.000000,87775.000000
srv177.txt,0.781200,0.626050,0.422680,142.600000,3.992230,3.236520,41.110000,15.406000,11.832870,15.850000,88.619870,88.619870,7.208000,47254.000000,18828.000000
srv184.txt,0.616600,0.076340,0.075770,196.400000,3.322840,3.198660,24.140000,36.907810,20.585860,6.619000,82.783750,82.783750,8.314000,4187.000000,0.000000
srv185.txt,0.626400,0.197220,0.151150,171.100000,5.315240,4.900380,25.870000,41.148310,25.115300,8.092000,77.342310,77.342310,8.589000,10253.000000,390.000000
srv186.txt,0.600900,0.717090,0.560620,164.500000,6.282410,5.625870,38.430000,41.982920,25.413250,10.140000,77.044810,77.044810,8.674000,44831.000000,600.000000
srv192.txt,0.579800,0.486440,0.201720,210.100000,7.966750,6.812180,31.910000,33.278160,17.934050,10.300000,71.172330,71.172330,9.408000,22437.000000,13845.000000
srv196.txt,0.597600,0.718320,0.541890,165.800000,5.767000,4.953250,40.020000,39.736280,23.170000,10.030000,77.473090,77.473090,8.569000,45582.000000,906.000000
srv2.txt,1.369000,0.561470,0.241150,185.300000,2.067390,1.707640,70.170000,1.278410,0.332830,84.900000,63.412640,63.412640,6.536000,15125.000000,3249.000000
srv208.txt,0.600000,0.688400,0.520830,166.000000,5.740560,5.114760,39.490000,40.215710,23.789110,10.030000,78.093410,78.093410,8.531000,43134.000000,717.000000
srv212.txt,0.581500,0.508730,0.196220,222.400000,7.647420,6.467070,33.850000,33.093980,17.745870,10.640000,70.594560,70.594560,9.347000,23658.000000,15394.000000
srv22.txt,0.615900,0.075520,0.075140,197.900000,2.702480,2.636720,25.330000,37.093580,20.710680,6.578000,83.155780,83.155780,8.205000,4069.000000,0.000000
srv221.txt,0.630600,0.802670,0.317740,250.400000,7.881520,6.592920,44.600000,31.620190,17.389520,13.700000,65.125790,65.125790,9.368000,39595.000000,31092.000000
srv222.txt,0.701000,2.466880,1.496510,140.900000,19.167140,15.501460,37.310000,22.796140,15.484580,25.850000,37.513780,37.513780,14.500000,186823.000000,87561.000000
srv234.txt,0.678700,3.667680,2.543920,176.400000,4.240710,3.428660,172.000000,15.049500,11.444260,50.920000,89.126350,89.126350,7.393000,227053.000000,89314.000000
srv24.txt,0.612700,0.367670,0.292210,160.000000,5.450140,4.749540,30.190000,40.568760,24.184550,8.687000,77.416820,77.416820,8.447000,24895.000000,96.000000
srv245.txt,0.629500,0.696000,0.274670,233.100000,8.504840,7.114960,38.110000,31.682210,17.526140,12.710000,65.375110,65.375110,9.446000,34422.000000,26525.000000
srv246.txt,0.618700,0.080450,0.079800,197.400000,3.113540,2.951990,24.600000,36.777090,20.587720,6.639000,82.591790,82.591790,8.259000,4469.000000,0.000000
srv259.txt,0.700100,2.451310,1.487630,143.000000,19.513390,15.781120,37.130000,22.570010,15.249450,26.270000,37.077750,37.077750,14.760000,184202.000000,89864.000000
srv263.txt,0.626800,0.168460,0.128330,173.500000,5.599250,5.237310,24.780000,41.239410,25.470530,8.214000,77.007810,77.007810,8.637000,8613.000000,198.000000
srv267.txt,0.763000,0.739300,0.491260,145.700000,4.154940,3.382710,44.840000,15.231390,11.559080,16.960000,88.615210,88.615210,7.283000,56729.000000,22521.000000
srv280.txt,0.632200,0.790840,0.297340,226.700000,8.797410,7.311110,39.370000,30.833400,16.829390,13.440000,64.290430,64.290430,9.544000,38368.000000,29801.000000
srv30.txt,0.619000,0.088910,0.087880,195.800000,2.763160,2.604140,25.690000,37.148890,20.763870,6.763000,83.177000,83.177000,8.123000,4862.000000,1.000000
srv315.txt,1.029000,0.448640,0.293930,146.300000,3.319630,2.518300,38.480000,14.142310,10.611480,14.660000,84.574450,84.574450,6.709000,28764.000000,6393.000000
srv336.txt,1.027000,0.470290,0.304430,151.400000,2.999620,2.260260,42.600000,14.137200,10.590270,14.640000,85.057450,85.057450,6.721000,31034.000000,6547.000000
srv351.txt,0.630000,0.731910,0.285180,224.300000,8.260700,6.948730,38.960000,31.661070,17.419970,12.670000,65.303760,65.303760,9.419000,34967.000000,26522.000000
srv352.txt,2.685000,0.823070,0.413160,198.400000,1.313100,0.633630,143.700000,2.253370,0.709970,77.830000,2.932870,2.932870,13.450000,26244.000000,7266.000000
srv383.txt,0.581900,0.463770,0.186900,203.100000,7.484790,6.439100,31.760000,33.127160,17.834820,9.996000,70.977050,70.977050,9.347000,21193.000000,12595.000000
srv387.txt,0.633200,0.758980,0.301400,232.900000,8.232560,6.892050,40.560000,31.041780,17.003150,13.220000,64.236970,64.236970,9.440000,37557.000000,29375.000000
srv390.txt,0.845100,2.253690,1.430450,141.400000,14.645600,11.892470,40.890000,22.177060,15.821820,24.000000,37.775580,37.775580,12.030000,154830.000000,87935.000000
srv403.txt,0.800000,2.580920,1.663190,140.100000,15.025710,12.120650,43.210000,21.953190,15.474640,25.380000,37.567310,37.567310,12.900000,179338.000000,88515.000000
srv409.txt,0.623600,0.177220,0.141430,172.100000,5.772750,5.353870,24.770000,41.406040,25.265390,8.021000,77.579910,77.579910,8.716000,9076.000000,302.000000
srv411.txt,0.620800,0.077870,0.077220,195.900000,2.434540,2.382970,26.070000,36.852370,20.621000,6.568000,82.635020,82.635020,8.142000,4267.000000,0.000000
srv413.txt,0.874600,2.167810,1.372470,144.900000,14.620150,12.006860,40.670000,29.195250,23.433450,21.480000,33.543700,33.543700,12.240000,148621.000000,80129.000000
srv42.txt,0.612800,0.085690,0.084610,193.900000,3.593020,3.466340,24.310000,37.033430,20.670060,6.756000,83.118990,83.118990,8.346000,4609.000000,0.000000
srv421.txt,0.583700,0.263620,0.129620,171.800000,7.988040,6.905370,24.780000,33.787280,18.578950,8.738000,70.853720,70.853720,9.413000,12996.000000,4689.000000
srv422.txt,0.784500,0.484560,0.326770,149.500000,4.155870,3.391820,36.120000,15.313110,11.821860,14.890000,88.599250,88.599250,7.242000,36639.000000,15138.000000
srv443.txt,0.598600,0.772340,0.558870,165.600000,6.468200,5.681360,39.310000,41.309380,24.658850,10.530000,77.144470,77.144470,8.616000,47055.000000,1492.000000
srv444.txt,1.030000,0.413080,0.274670,143.900000,3.152510,2.437040,37.600000,14.051670,10.639120,14.240000,84.995710,84.995710,6.695000,27945.000000,5562.000000
srv462.txt,0.630000,0.742740,0.295740,242.200000,7.947670,6.716820,41.740000,31.630500,17.407690,13.240000,65.221510,65.221510,9.305000,36091.000000,28313.000000
srv474.txt,0.631400,0.729260,0.274040,229.900000,8.299530,6.894060,39.230000,31.512200,17.308760,12.930000,65.061050,65.061050,9.380000,34789.000000,26905.000000
srv476.txt,0.615000,0.082320,0.081140,194.700000,3.157510,3.048370,24.770000,37.003790,20.683220,6.692000,83.133590,83.133590,8.267000,4406.000000,0.000000
srv49.txt,0.616400,0.077840,0.077450,198.700000,3.338150,3.188220,24.180000,36.976560,20.620190,6.687000,83.242680,83.242680,8.286000,4255.000000,1.000000
srv492.txt,0.612100,0.076730,0.075840,195.900000,3.538490,3.408440,23.870000,36.895270,20.685150,6.738000,83.195720,83.195720,8.342000,4227.000000,0.000000
srv499.txt,0.824700,2.483920,1.608550,139.500000,14.744390,11.814870,42.600000,22.199880,15.631730,24.580000,37.276900,37.276900,12.610000,172607.000000,88844.000000
srv504.txt,0.699900,2.577850,1.577120,147.200000,19.070960,15.416160,39.070000,22.805570,15.521390,26.930000,37.425420,37.425420,14.660000,193652.000000,89346.000000
srv519.txt,0.621200,0.852950,0.326460,286.500000,9.580780,7.865750,44.420000,32.425680,18.046920,15.400000,65.112240,65.112240,9.641000,42855.000000,35912.000000
srv522.txt,0.588000,0.515330,0.203570,230.500000,7.072560,5.990350,35.950000,33.181930,17.736600,10.710000,71.044890,71.044890,9.181000,23622.000000,15818.000000
srv523.txt,0.621000,0.040120,0.039780,193.400000,2.972500,2.891000,22.330000,36.820440,20.609870,6.419000,82.606510,82.606510,8.226000,2205.000000,0.000000
srv537.txt,0.688300,2.602950,1.578340,144.400000,19.882490,16.006940,38.070000,23.471650,15.994600,26.750000,37.277440,37.277440,14.800000,195955.000000,87973.000000
srv54.txt,0.597600,0.769900,0.568400,165.800000,6.630910,5.821800,38.790000,41.616620,25.057290,10.480000,76.825280,76.825280,8.736000,47595.000000,1491.000000
